date,time,brightness,altitude,azimuth,satellite,distance to flare centre,brightness at flare centre,sun altitude,city,country,latitude,longitude,
Mar 24, 17:55:03,-0.2,49°,10° (N),Iridium 70,32 km (W),-8.0,-13°,Kinshasa,Congo,-4.3,15.28,
Mar 25, 03:40:48,0.9,35°,355° (N),Iridium 82,38 km (E),-8.0,-21°,Kinshasa,Congo,-4.3,15.28,
Mar 25, 17:48:57,-1.0,49°,8° (N),Iridium 64,25 km (W),-8.0,-11°,Kinshasa,Congo,-4.3,15.28,
Mar 26, 17:42:52,-5.7,49°,9° (N),Iridium 67,6 km (E),-8.1,-10°,Kinshasa,Congo,-4.3,15.28,
Mar 27, 17:36:48,0.5,50°,10° (N),Iridium 72,40 km (E),-8.1,-8°,Kinshasa,Congo,-4.3,15.28,
Mar 24, 22:29:16,-1.5,38°,5° (N),Iridium 39,24 km (W),-7.7,-13°,Bangkok,Thailand,13.75,100.5,
Mar 25, 12:16:15,0.6,45°,4° (N),Iridium 75,41 km (W),-7.9,-12°,Bangkok,Thailand,13.75,100.5,
Mar 26, 12:10:07,-1.2,46°,3° (N),Iridium 14,23 km (W),-7.9,-11°,Bangkok,Thailand,13.75,100.5,
Mar 26, 22:38:01,0.2,39°,7° (N),Iridium 80,39 km (W),-7.6,-10°,Bangkok,Thailand,13.75,100.5,
Mar 27, 12:04:01,-4.4,47°,2° (N),Iridium 66,8 km (W),-7.9,-9°,Bangkok,Thailand,13.75,100.5,
Mar 28, 22:24:38,-0.9,35°,9° (N),Iridium 15,27 km (E),-7.4,-13°,Bangkok,Thailand,13.75,100.5,
Mar 29, 22:03:27,0.8,29°,1° (N),Iridium 39,50 km (W),-7.4,-18°,Bangkok,Thailand,13.75,100.5,
Mar 24, 08:58:21,0.3,48°,356° (N),Iridium 39,38 km (E),-8.1,-13°,Buenos Aires,Argentina,-34.58,-58.37,
Mar 24, 22:38:32,-0.3,57°,13° (NNE),Iridium 75,31 km (W),-8.2,-9°,Buenos Aires,Argentina,-34.58,-58.37,
Mar 25, 09:11:33,-4.9,48°,360° (N),Iridium 81,7 km (E),-8.0,-11°,Buenos Aires,Argentina,-34.58,-58.37,
Mar 25, 22:32:29,-3.2,56°,12° (NNE),Iridium 14,12 km (W),-8.2,-8°,Buenos Aires,Argentina,-34.58,-58.37,
Mar 26, 09:09:35,-0.7,47°,355° (N),Iridium 98,29 km (W),-8.0,-11°,Buenos Aires,Argentina,-34.58,-58.37,
Mar 26, 22:26:27,-7.7,56°,11° (N),Iridium 66,4 km (E),-8.2,-7°,Buenos Aires,Argentina,-34.58,-58.37,
Mar 28, 08:58:33,-4.9,46°,352° (N),Iridium 81,8 km (W),-8.0,-14°,Buenos Aires,Argentina,-34.58,-58.37,
Mar 23, 20:14:34,-1.2,42°,11° (NNE),Iridium 70,25 km (E),-7.9,-14°,Dakar,Senegal,14.67,-17.47,
Mar 24, 06:42:50,-1.6,43°,10° (N),Iridium 81,22 km (W),-7.8,-8°,Dakar,Senegal,14.67,-17.47,
Mar 24, 20:08:25,-0.5,44°,10° (N),Iridium 64,31 km (E),-7.9,-12°,Dakar,Senegal,14.67,-17.47,
Mar 27, 05:44:34,0.5,28°,357° (N),Iridium 82,46 km (W),-7.8,-21°,Dakar,Senegal,14.67,-17.47,
Mar 24, 05:29:17,-7.2,43°,20° (NNE),Iridium 80,5 km (W),-7.6,-4°,Paris,France,48.8,2.33,
Mar 28, 04:42:06,-6.5,30°,18° (NNE),Iridium 39,7 km (W),-7.1,-10°,Paris,France,48.8,2.33,
Mar 28, 05:05:24,-1.4,37°,19° (NNE),Iridium 98,25 km (W),-7.3,-6°,Paris,France,48.8,2.33,
Mar 28, 18:49:42,-1.7,45°,356° (N),Iridium 21,20 km (W),-7.7,-6°,Paris,France,48.8,2.33,
Mar 23, 09:30:13,-0.4,45°,8° (N),Iridium 41,32 km (W),-7.8,-7°,Georgetown,Guyana,6.75,-58.25,
Mar 24, 22:50:31,-2.9,46°,9° (N),Iridium 75,14 km (W),-8.0,-13°,Georgetown,Guyana,6.75,-58.25,
Mar 25, 22:44:24,-5.6,47°,8° (N),Iridium 14,7 km (E),-8.0,-11°,Georgetown,Guyana,6.75,-58.25,
Mar 26, 09:12:20,0.9,39°,11° (N),Iridium 80,46 km (E),-7.6,-11°,Georgetown,Guyana,6.75,-58.25,
Mar 26, 22:38:18,-1.4,48°,8° (N),Iridium 66,23 km (E),-8.0,-10°,Georgetown,Guyana,6.75,-58.25,
Mar 23, 17:57:09,-0.6,38°,4° (N),Iridium 67,30 km (E),-7.6,-12°,Belgrade,Serbia,44.87,20.53,
Mar 24, 17:50:59,0.9,40°,4° (N),Iridium 72,47 km (E),-7.7,-11°,Belgrade,Serbia,44.87,20.53,
Mar 27, 03:57:15,-4.1,37°,19° (NNE),Iridium 98,10 km (E),-7.3,-6°,Belgrade,Serbia,44.87,20.53,
Mar 28, 17:35:33,-0.8,45°,356° (N),Iridium 70,25 km (W),-7.7,-7°,Belgrade,Serbia,44.87,20.53,
Mar 29, 03:00:44,0.9,23°,13° (NNE),Iridium 82,56 km (W),-7.5,-15°,Belgrade,Serbia,44.87,20.53,
Mar 29, 03:42:59,-1.9,33°,19° (NNE),Iridium 81,21 km (E),-7.2,-8°,Belgrade,Serbia,44.87,20.53,
Mar 24, 00:16:14,-1.3,47°,15° (NNE),Iridium 66,24 km (E),-8.0,-13°,Guayaquil,Ecuador,-2.17,-79.93,
Mar 27, 10:35:07,-0.3,40°,1° (N),Iridium 41,34 km (W),-7.7,-13°,Guayaquil,Ecuador,-2.17,-79.93,
Mar 28, 10:29:48,-2.8,39°,2° (N),Iridium 18,15 km (W),-7.7,-14°,Guayaquil,Ecuador,-2.17,-79.93,
Mar 28, 23:54:54,-3.8,50°,2° (N),Iridium 75,10 km (W),-8.0,-8°,Guayaquil,Ecuador,-2.17,-79.93,
Mar 29, 23:48:49,-4.2,51°,1° (N),Iridium 14,10 km (E),-8.0,-6°,Guayaquil,Ecuador,-2.17,-79.93,
Mar 23, 17:34:04,1.0,37°,3° (N),Iridium 64,48 km (E),-7.5,-10°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 21:05:45,-0.5,15°,265° (W),Iridium 46,187 km (E),-6.6,-28°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 21:40:27,-4.4,10°,266° (W),Iridium 22,36 km (W),-6.1,-29°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 21:42:12,-4.9,10°,267° (W),Iridium 11,33 km (W),-6.1,-29°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 23:36:53,-3.1,10°,98° (E),Iridium 52,68 km (E),-5.9,-26°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 23:46:06,-6.0,12°,99° (E),Iridium 53,28 km (W),-6.1,-26°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 23:55:15,-1.5,14°,102° (ESE),Iridium 84,118 km (W),-6.2,-25°,St. Petersburg,Russia,59.93,30.3,
Mar 24, 01:31:31,-0.5,10°,18° (NNE),Iridium 40,96 km (W),-6.1,-17°,St. Petersburg,Russia,59.93,30.3,
Mar 24, 23:39:53,-0.7,11°,101° (E),Iridium 54,146 km (E),-6.1,-26°,St. Petersburg,Russia,59.93,30.3,
Mar 24, 23:49:15,-4.1,13°,103° (ESE),Iridium 12,41 km (E),-6.2,-25°,St. Petersburg,Russia,59.93,30.3,
Mar 25, 00:07:38,0.8,18°,106° (ESE),Iridium 83,194 km (W),-6.6,-24°,St. Petersburg,Russia,59.93,30.3,
Mar 25, 21:15:55,0.0,14°,268° (W),Iridium 76,184 km (E),-6.3,-27°,St. Petersburg,Russia,59.93,30.3,
Mar 25, 21:30:17,-3.0,11°,272° (W),Iridium 47,78 km (E),-6.1,-28°,St. Petersburg,Russia,59.93,30.3,
Mar 25, 21:39:25,-5.8,10°,273° (W),Iridium 11,23 km (W),-6.0,-28°,St. Petersburg,Russia,59.93,30.3,
Mar 25, 23:42:52,0.7,13°,105° (ESE),Iridium 86,192 km (E),-6.2,-25°,St. Petersburg,Russia,59.93,30.3,
Mar 25, 23:52:12,-2.6,15°,105° (ESE),Iridium 50,62 km (E),-6.3,-25°,St. Petersburg,Russia,59.93,30.3,
Mar 26, 00:01:41,-2.7,18°,107° (ESE),Iridium 56,65 km (W),-6.5,-24°,St. Petersburg,Russia,59.93,30.3,
Mar 26, 20:38:08,0.3,17°,264° (W),Iridium 94,71 km (E),-6.9,-25°,St. Petersburg,Russia,59.93,30.3,
Mar 26, 21:41:07,-2.2,9°,276° (W),Iridium 22,76 km (W),-6.0,-27°,St. Petersburg,Russia,59.93,30.3,
Mar 26, 23:46:00,0.9,14°,107° (ESE),Iridium 53,188 km (E),-6.3,-24°,St. Petersburg,Russia,59.93,30.3,
Mar 26, 23:55:14,-2.0,17°,109° (ESE),Iridium 84,64 km (E),-6.5,-24°,St. Petersburg,Russia,59.93,30.3,
Mar 27, 00:04:32,-2.3,20°,110° (ESE),Iridium 10,61 km (W),-6.7,-23°,St. Petersburg,Russia,59.93,30.3,
Mar 27, 00:51:39,0.6,30°,121° (ESE),Iridium 13,46 km (W),-8.3,-20°,St. Petersburg,Russia,59.93,30.3,
Mar 27, 21:04:57,-6.0,11°,278° (W),Iridium 46,124 km (E),-6.2,-26°,St. Petersburg,Russia,59.93,30.3,
Mar 27, 21:32:16,-5.9,10°,278° (W),Iridium 25,5 km (W),-6.0,-27°,St. Petersburg,Russia,59.93,30.3,
Mar 28, 00:07:43,-0.8,23°,113° (ESE),Iridium 83,84 km (W),-6.9,-23°,St. Petersburg,Russia,59.93,30.3,
Mar 28, 00:14:22,-0.8,22°,117° (ESE),Iridium 90,103 km (E),-7.2,-22°,St. Petersburg,Russia,59.93,30.3,
Mar 28, 00:52:37,-0.8,27°,114° (ESE),Iridium 40,51 km (W),-7.8,-19°,St. Petersburg,Russia,59.93,30.3,
Mar 28, 20:36:18,0.8,15°,270° (W),Iridium 94,132 km (E),-6.7,-25°,St. Petersburg,Russia,59.93,30.3,
Mar 28, 21:31:01,-2.5,10°,281° (W),Iridium 47,95 km (E),-5.9,-27°,St. Petersburg,Russia,59.93,30.3,
Mar 28, 23:52:14,0.9,19°,112° (ESE),Iridium 50,139 km (E),-6.6,-23°,St. Petersburg,Russia,59.93,30.3,
Mar 29, 00:01:48,-6.7,22°,113° (ESE),Iridium 56,10 km (E),-6.8,-23°,St. Petersburg,Russia,59.93,30.3,
Mar 29, 00:10:50,0.6,26°,116° (ESE),Iridium 52,115 km (W),-7.1,-22°,St. Petersburg,Russia,59.93,30.3,
Mar 29, 23:55:21,0.0,22°,116° (ESE),Iridium 84,90 km (E),-6.9,-23°,St. Petersburg,Russia,59.93,30.3,
Mar 30, 00:04:40,-3.0,26°,117° (ESE),Iridium 10,36 km (W),-7.1,-22°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 20:01:05,0.4,39°,12° (NNE),Iridium 39,41 km (W),-7.6,-9°,Tokyo,Japan,35.67,139.75,
Mar 24, 09:53:28,-0.4,40°,1° (N),Iridium 62,30 km (W),-7.6,-12°,Tokyo,Japan,35.67,139.75,
Mar 25, 09:47:18,-4.2,42°,2° (N),Iridium 65,9 km (W),-7.7,-11°,Tokyo,Japan,35.67,139.75,
Mar 26, 09:41:09,-0.5,43°,3° (N),Iridium 68,31 km (E),-7.8,-10°,Tokyo,Japan,35.67,139.75,
Mar 27, 19:57:10,0.8,37°,13° (NNE),Iridium 81,47 km (W),-7.5,-8°,Tokyo,Japan,35.67,139.75,
Mar 29, 19:42:00,-0.3,31°,17° (NNE),Iridium 41,34 km (E),-7.1,-11°,Tokyo,Japan,35.67,139.75,
Mar 23, 18:54:22,-2.4,37°,360° (N),Iridium 62,17 km (W),-7.4,-11°,Bremen,Germany,53.08,8.82,
Mar 24, 03:02:16,-1.6,9°,16° (NNE),Iridium 40,82 km (W),-6.1,-20°,Bremen,Germany,53.08,8.82,
Mar 24, 05:04:06,-6.9,43°,21° (NNE),Iridium 15,5 km (W),-7.6,-3°,Bremen,Germany,53.08,8.82,
Mar 24, 18:48:09,-4.7,39°,360° (N),Iridium 65,8 km (W),-7.5,-10°,Bremen,Germany,53.08,8.82,
Mar 25, 02:02:14,-0.5,10°,109° (ESE),Iridium 40,198 km (E),-6.6,-27°,Bremen,Germany,53.08,8.82,
Mar 25, 04:57:06,-3.7,41°,22° (NNE),Iridium 80,11 km (E),-7.5,-4°,Bremen,Germany,53.08,8.82,
Mar 25, 18:41:59,-2.5,41°,0° (N),Iridium 68,17 km (E),-7.6,-9°,Bremen,Germany,53.08,8.82,
Mar 26, 04:06:52,0.5,29°,16° (NNE),Iridium 82,45 km (W),-7.7,-11°,Bremen,Germany,53.08,8.82,
Mar 26, 18:35:48,0.2,42°,1° (N),Iridium 75,37 km (E),-7.7,-8°,Bremen,Germany,53.08,8.82,
Mar 27, 18:29:38,0.4,44°,1° (N),Iridium 14,39 km (E),-7.8,-7°,Bremen,Germany,53.08,8.82,
Mar 27, 08:56:54,-2.2,39°,5° (N),Iridium 41,19 km (W),-7.6,-12°,Paramaribo,Suriname,5.75,-55.25,
Mar 27, 22:22:47,-7.0,49°,4° (N),Iridium 68,5 km (E),-8.0,-9°,Paramaribo,Suriname,5.75,-55.25,
Mar 28, 08:51:53,-3.5,38°,5° (N),Iridium 18,12 km (W),-7.6,-13°,Paramaribo,Suriname,5.75,-55.25,
Mar 23, 12:05:46,-4.4,40°,6° (N),Iridium 62,10 km (E),-7.7,-14°,Chongqing,China,29.77,106.57,
Mar 24, 11:59:36,-0.1,41°,7° (N),Iridium 65,35 km (E),-7.8,-12°,Chongqing,China,29.77,106.57,
Mar 25, 21:34:04,-4.0,28°,8° (N),Iridium 82,6 km (E),-7.7,-17°,Chongqing,China,29.77,106.57,
Mar 26, 22:13:23,-2.9,38°,13° (NNE),Iridium 81,15 km (W),-7.5,-9°,Chongqing,China,29.77,106.57,
Mar 27, 22:09:08,-0.6,37°,12° (NNE),Iridium 80,31 km (W),-7.4,-9°,Chongqing,China,29.77,106.57,
Mar 24, 02:57:43,-6.8,13°,108° (ESE),Iridium 40,25 km (E),-6.9,-24°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 24, 19:34:24,0.8,38°,357° (N),Iridium 72,44 km (W),-7.4,-10°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 25, 05:19:09,-1.3,36°,19° (NNE),Iridium 39,25 km (W),-7.4,-6°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 25, 19:28:13,-0.4,40°,358° (N),Iridium 62,30 km (W),-7.5,-9°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 26, 19:22:02,-1.3,42°,357° (N),Iridium 65,22 km (W),-7.6,-8°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 27, 01:51:49,-1.2,10°,111° (ESE),Iridium 54,136 km (W),-6.1,-29°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 27, 02:01:26,0.3,13°,113° (ESE),Iridium 12,208 km (W),-6.3,-28°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 27, 19:15:52,-7.7,44°,358° (N),Iridium 68,1 km (E),-7.7,-7°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 28, 01:45:35,-6.1,10°,113° (ESE),Iridium 83,7 km (W),-6.1,-29°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 28, 01:54:55,-3.7,13°,115° (ESE),Iridium 86,66 km (W),-6.3,-28°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 28, 02:04:21,-0.2,15°,116° (ESE),Iridium 50,170 km (W),-6.4,-28°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 28, 04:29:20,0.7,22°,20° (NNE),Iridium 82,48 km (E),-7.2,-12°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 29, 01:39:40,-0.6,9°,113° (ESE),Iridium 56,84 km (E),-6.0,-29°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 29, 01:48:42,-3.5,11°,116° (ESE),Iridium 52,51 km (E),-6.2,-28°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 29, 01:58:07,-5.8,14°,117° (ESE),Iridium 53,39 km (W),-6.4,-28°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 29, 02:07:28,0.0,18°,119° (ESE),Iridium 84,153 km (W),-6.7,-27°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 30, 01:51:50,-1.9,13°,118° (ESE),Iridium 54,85 km (E),-6.4,-28°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 30, 02:01:44,-4.4,17°,120° (ESE),Iridium 12,42 km (W),-6.6,-27°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 30, 03:11:09,-0.9,12°,96° (E),Iridium 82,182 km (W),-6.5,-21°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 23, 18:26:03,-0.9,38°,2° (N),Iridium 72,27 km (E),-7.5,-11°,Prague,Czech Republic,50.08,14.43,
Mar 24, 18:19:53,0.8,39°,3° (N),Iridium 62,45 km (E),-7.6,-10°,Prague,Czech Republic,50.08,14.43,
Mar 28, 04:12:52,0.7,34°,22° (NNE),Iridium 15,46 km (E),-7.2,-6°,Prague,Czech Republic,50.08,14.43,
Mar 30, 03:13:12,-1.5,18°,18° (NNE),Iridium 82,27 km (E),-7.0,-15°,Prague,Czech Republic,50.08,14.43,
Mar 23, 19:21:32,-2.9,48°,4° (N),Iridium 41,14 km (E),-8.0,-9°,Sydney,Australia,-34.0,151.0,
Mar 25, 19:12:42,-7.9,47°,358° (N),Iridium 81,2 km (W),-8.0,-11°,Sydney,Australia,-34.0,151.0,
Mar 27, 18:24:30,-2.3,41°,333° (NNW),Iridium 82,27 km (W),-8.2,-22°,Sydney,Australia,-34.0,151.0,
Mar 28, 08:23:22,-8.0,55°,7° (N),Iridium 21,2 km (E),-8.1,-6°,Sydney,Australia,-34.0,151.0,
Mar 28, 18:59:42,-2.4,45°,350° (N),Iridium 81,17 km (W),-8.0,-14°,Sydney,Australia,-34.0,151.0,
Mar 24, 02:57:56,-1.2,12°,106° (ESE),Iridium 40,135 km (E),-6.8,-24°,Edinburgh,Scotland,55.92,-3.17,
Mar 25, 01:55:21,0.8,9°,105° (ESE),Iridium 86,203 km (W),-5.9,-29°,Edinburgh,Scotland,55.92,-3.17,
Mar 26, 01:58:21,-1.3,10°,108° (ESE),Iridium 53,137 km (W),-6.0,-28°,Edinburgh,Scotland,55.92,-3.17,
Mar 26, 02:07:36,0.2,13°,110° (ESE),Iridium 84,206 km (W),-6.2,-28°,Edinburgh,Scotland,55.92,-3.17,
Mar 26, 02:34:29,-6.9,17°,117° (ESE),Iridium 90,88 km (E),-7.0,-26°,Edinburgh,Scotland,55.92,-3.17,
Mar 26, 05:38:54,-6.5,40°,22° (NNE),Iridium 81,6 km (W),-7.4,-4°,Edinburgh,Scotland,55.92,-3.17,
Mar 27, 01:52:04,-6.0,9°,110° (ESE),Iridium 54,0 km (W),-6.0,-28°,Edinburgh,Scotland,55.92,-3.17,
Mar 27, 02:01:40,-3.8,12°,112° (ESE),Iridium 12,64 km (W),-6.2,-28°,Edinburgh,Scotland,55.92,-3.17,
Mar 27, 19:25:17,0.2,43°,356° (N),Iridium 21,35 km (W),-7.6,-7°,Edinburgh,Scotland,55.92,-3.17,
Mar 27, 22:55:30,0.8,10°,265° (W),Iridium 94,118 km (E),-6.4,-29°,Edinburgh,Scotland,55.92,-3.17,
Mar 28, 01:45:54,-0.4,9°,111° (ESE),Iridium 83,116 km (E),-6.0,-28°,Edinburgh,Scotland,55.92,-3.17,
Mar 28, 01:55:08,-2.4,11°,114° (ESE),Iridium 86,77 km (E),-6.2,-28°,Edinburgh,Scotland,55.92,-3.17,
Mar 28, 02:04:33,-6.2,14°,114° (ESE),Iridium 50,26 km (W),-6.3,-27°,Edinburgh,Scotland,55.92,-3.17,
Mar 28, 02:14:10,-0.4,17°,115° (ESE),Iridium 56,144 km (W),-6.5,-27°,Edinburgh,Scotland,55.92,-3.17,
Mar 28, 19:19:08,-6.4,45°,357° (N),Iridium 70,5 km (W),-7.7,-6°,Edinburgh,Scotland,55.92,-3.17,
Mar 29, 01:48:54,0.3,10°,114° (ESE),Iridium 52,186 km (E),-6.1,-28°,Edinburgh,Scotland,55.92,-3.17,
Mar 29, 01:58:19,-1.4,13°,115° (ESE),Iridium 53,104 km (E),-6.3,-27°,Edinburgh,Scotland,55.92,-3.17,
Mar 29, 02:07:40,-6.5,17°,117° (ESE),Iridium 84,15 km (W),-6.6,-27°,Edinburgh,Scotland,55.92,-3.17,
Mar 29, 02:17:04,0.2,20°,119° (ESE),Iridium 10,143 km (W),-6.8,-26°,Edinburgh,Scotland,55.92,-3.17,
Mar 29, 03:01:02,-1.2,25°,118° (ESE),Iridium 40,47 km (W),-7.8,-22°,Edinburgh,Scotland,55.92,-3.17,
Mar 30, 02:01:55,-1.3,16°,119° (ESE),Iridium 12,93 km (E),-6.5,-27°,Edinburgh,Scotland,55.92,-3.17,
Mar 30, 03:11:25,-6.3,11°,94° (E),Iridium 82,55 km (W),-6.4,-21°,Edinburgh,Scotland,55.92,-3.17,
Mar 25, 04:55:00,-7.4,41°,19° (NNE),Iridium 80,1 km (E),-7.5,-5°,Milan,Italy,45.45,9.17,
Mar 26, 04:04:56,0.6,28°,12° (NNE),Iridium 82,47 km (W),-7.8,-13°,Milan,Italy,45.45,9.17,
Mar 29, 04:31:09,-3.0,35°,18° (NNE),Iridium 98,16 km (W),-7.2,-8°,Milan,Italy,45.45,9.17,
Mar 23, 12:06:33,-1.9,46°,12° (NNE),Iridium 14,19 km (W),-8.0,-14°,Singapore,Singapore,1.23,103.92,
Mar 24, 12:00:28,-7.9,47°,11° (NNE),Iridium 66,1 km (W),-8.0,-12°,Singapore,Singapore,1.23,103.92,
Mar 28, 22:11:57,-4.6,37°,3° (N),Iridium 18,9 km (W),-7.6,-14°,Singapore,Singapore,1.23,103.92,
Mar 29, 11:39:08,0.4,50°,358° (N),Iridium 75,37 km (W),-8.0,-7°,Singapore,Singapore,1.23,103.92,
Mar 24, 23:06:48,-0.1,43°,9° (N),Iridium 18,35 km (W),-7.8,-8°,Rangoon,Myanmar,16.83,96.0,
Mar 26, 12:29:17,0.2,46°,1° (N),Iridium 65,35 km (W),-7.9,-11°,Rangoon,Myanmar,16.83,96.0,
Mar 27, 12:23:10,-3.1,47°,4° (N),Iridium 68,14 km (E),-7.9,-9°,Rangoon,Myanmar,16.83,96.0,
Mar 29, 22:39:19,-1.9,34°,7° (N),Iridium 80,21 km (W),-7.4,-14°,Rangoon,Myanmar,16.83,96.0,
Mar 24, 19:52:36,0.5,38°,358° (N),Iridium 70,40 km (W),-7.4,-10°,Belfast,Northern Ireland,54.62,-5.93,
Mar 25, 02:57:41,1.0,18°,118° (ESE),Iridium 90,74 km (W),-7.2,-26°,Belfast,Northern Ireland,54.62,-5.93,
Mar 26, 19:40:12,0.7,41°,356° (N),Iridium 67,42 km (W),-7.6,-8°,Belfast,Northern Ireland,54.62,-5.93,
Mar 27, 02:19:22,0.8,13°,114° (ESE),Iridium 83,247 km (W),-6.3,-28°,Belfast,Northern Ireland,54.62,-5.93,
Mar 27, 03:18:14,0.0,21°,116° (ESE),Iridium 40,85 km (W),-7.6,-23°,Belfast,Northern Ireland,54.62,-5.93,
Mar 27, 19:34:03,-0.2,43°,356° (N),Iridium 72,32 km (W),-7.6,-7°,Belfast,Northern Ireland,54.62,-5.93,
Mar 28, 02:03:44,-4.6,9°,113° (ESE),Iridium 50,53 km (W),-6.1,-29°,Belfast,Northern Ireland,54.62,-5.93,
Mar 28, 02:13:22,-1.7,12°,114° (ESE),Iridium 56,119 km (W),-6.2,-29°,Belfast,Northern Ireland,54.62,-5.93,
Mar 28, 02:22:29,0.4,15°,116° (ESE),Iridium 52,208 km (W),-6.4,-28°,Belfast,Northern Ireland,54.62,-5.93,
Mar 29, 02:16:14,-2.9,15°,118° (ESE),Iridium 10,75 km (W),-6.4,-28°,Belfast,Northern Ireland,54.62,-5.93,
Mar 29, 02:25:39,0.5,18°,119° (ESE),Iridium 54,188 km (W),-6.6,-27°,Belfast,Northern Ireland,54.62,-5.93,
Mar 29, 03:00:24,0.7,18°,117° (ESE),Iridium 40,122 km (E),-7.4,-24°,Belfast,Northern Ireland,54.62,-5.93,
Mar 29, 04:40:07,-0.5,20°,20° (NNE),Iridium 82,35 km (E),-7.1,-12°,Belfast,Northern Ireland,54.62,-5.93,
Mar 29, 19:21:43,-4.4,47°,356° (N),Iridium 65,8 km (W),-7.8,-5°,Belfast,Northern Ireland,54.62,-5.93,
Mar 30, 02:19:30,-2.6,17°,121° (ESE),Iridium 83,71 km (W),-6.6,-27°,Belfast,Northern Ireland,54.62,-5.93,
Mar 23, 19:09:13,-6.3,38°,3° (N),Iridium 64,6 km (E),-7.6,-12°,Barcelona,Spain,41.38,2.15,
Mar 24, 19:03:02,-1.4,40°,3° (N),Iridium 67,23 km (E),-7.7,-11°,Barcelona,Spain,41.38,2.15,
Mar 25, 18:56:53,0.6,42°,4° (N),Iridium 72,43 km (E),-7.7,-10°,Barcelona,Spain,41.38,2.15,
Mar 26, 05:16:37,-7.3,39°,18° (NNE),Iridium 18,4 km (W),-7.5,-6°,Barcelona,Spain,41.38,2.15,
Mar 28, 05:03:27,-1.3,35°,19° (NNE),Iridium 98,24 km (E),-7.2,-8°,Barcelona,Spain,41.38,2.15,
Mar 29, 18:41:29,-0.3,46°,354° (N),Iridium 70,30 km (W),-7.8,-6°,Barcelona,Spain,41.38,2.15,
Mar 24, 11:05:09,-0.6,56°,15° (NNE),Iridium 70,29 km (W),-8.2,-10°,Perth,Australia,-31.95,115.87,
Mar 25, 10:59:06,-1.5,56°,13° (NNE),Iridium 64,21 km (W),-8.2,-9°,Perth,Australia,-31.95,115.87,
Mar 26, 10:53:03,-5.2,55°,13° (NNE),Iridium 67,7 km (E),-8.2,-8°,Perth,Australia,-31.95,115.87,
Mar 27, 10:47:01,0.2,54°,14° (NNE),Iridium 72,38 km (E),-8.2,-7°,Perth,Australia,-31.95,115.87,
Mar 23, 17:21:07,0.0,37°,360° (N),Iridium 14,34 km (W),-7.5,-12°,Odessa,Ukraine,46.45,30.8,
Mar 24, 17:14:56,-0.3,39°,359° (N),Iridium 66,31 km (W),-7.5,-11°,Odessa,Ukraine,46.45,30.8,
Mar 25, 17:08:45,-7.5,41°,0° (N),Iridium 21,3 km (E),-7.6,-10°,Odessa,Ukraine,46.45,30.8,
Mar 26, 17:02:36,0.7,42°,2° (N),Iridium 70,44 km (E),-7.7,-9°,Odessa,Ukraine,46.45,30.8,
Mar 27, 16:56:26,0.3,44°,1° (N),Iridium 64,38 km (E),-7.8,-7°,Odessa,Ukraine,46.45,30.8,
Mar 30, 02:56:34,-3.7,32°,19° (NNE),Iridium 15,12 km (E),-7.1,-8°,Odessa,Ukraine,46.45,30.8,
Mar 23, 16:59:57,-5.2,54°,19° (NNE),Iridium 14,7 km (W),-8.2,-11°,Johannesburg,South Africa,-26.2,28.07,
Mar 24, 16:53:54,-4.0,54°,17° (NNE),Iridium 66,11 km (E),-8.2,-10°,Johannesburg,South Africa,-26.2,28.07,
Mar 26, 03:26:34,0.5,45°,355° (N),Iridium 15,41 km (W),-8.0,-11°,Johannesburg,South Africa,-26.2,28.07,
Mar 29, 16:32:45,-2.3,54°,1° (N),Iridium 75,16 km (W),-8.1,-6°,Johannesburg,South Africa,-26.2,28.07,
Mar 30, 02:50:38,-0.7,38°,342° (NNW),Iridium 39,33 km (W),-7.9,-20°,Johannesburg,South Africa,-26.2,28.07,
